#ID = Affymetrix Probe Set ID
#GB_LIST = GenBank Accession Number
#ORF = gene name
#ORGANISM = 
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = Indicates whether the sequence is an Exemplar, Consensus or Control sequence. An Exemplar is a single nucleotide sequence taken directly from a public database. This sequence could be an mRNA or EST. A Consensus sequence, is a nucleotide sequence assembled by Affymetrix, based on one or more sequence taken from a public database.
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the "Sequence Source" field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#EntrezGeneId = Entrez Gene Database UID
#RefSeq Transcript ID = References to multiple sequences in RefSeq. The field contains the ID and Description for each entry, and there can be multiple entries per ProbeSet.
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#SPOT_ID = 
ID	GB_LIST	ORF	ORGANISM	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	EntrezGeneId	RefSeq Transcript ID	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function	SPOT_ID
Pf.5.251.0_CDS_x_at		PFE0010c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0010c /FEA=Plasmo /TIER=CDS /DEF=VAR pseudogene /ANNOT=pfdb:PFE0010c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.251 /SEG=chr5:-29232,29304	Pf.5.251.0_CDS	---	---		---	---	---	---	
Pf.5.252.0_CDS_at		PFE0015c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0015c /FEA=Plasmo /TIER=CDS /DEF=RIF pseudogene /ANNOT=pfdb:PFE0015c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.252 /SEG=chr5:-29922,30963	Pf.5.252.0_CDS	---	---		---	---	---	---	
Pf.5.253.0_CDS_at		PFE0020c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0020c /FEA=Plasmo /TIER=CDS /DEF=rifin /ANNOT=pfdb:PFE0020c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.253 /SEG=chr5:-33055,34378	Pf.5.253.0_CDS	---	---		---	0020033 // antigenic variation // traceable author statement	0020002 // host cell plasma membrane // inferred from direct assay	---	
Pf.5.254.0_CDS_at		PFE0025c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0025c /FEA=Plasmo /TIER=CDS /DEF=rifin /ANNOT=pfdb:PFE0025c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.254 /SEG=chr5:-36463,37576	Pf.5.254.0_CDS	---	---		---	0020033 // antigenic variation // traceable author statement /// 0022900 // electron transport chain // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation /// 0020002 // host cell plasma membrane // inferred from direct assay	0004129 // cytochrome-c oxidase activity // inferred from electronic annotation /// 0005507 // copper ion binding // inferred from electronic annotation /// 0009055 // electron carrier activity // inferred from electronic annotation	
Pf.5.254.0_CDS_s_at		PFE0025c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0025c /FEA=Plasmo /TIER=CDS /DEF=rifin /ANNOT=pfdb:PFE0025c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.254 /SEG=chr5:-36463,37576	Pf.5.254.0_CDS	---	---		---	0020033 // antigenic variation // traceable author statement /// 0022900 // electron transport chain // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation /// 0020002 // host cell plasma membrane // inferred from direct assay	0004129 // cytochrome-c oxidase activity // inferred from electronic annotation /// 0005507 // copper ion binding // inferred from electronic annotation /// 0009055 // electron carrier activity // inferred from electronic annotation	
Pf.5.255.0_CDS_at		PFE0030c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0030c /FEA=Plasmo /TIER=CDS /DEF=STEVOR pseudogene /ANNOT=pfdb:PFE0030c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.255 /SEG=chr5:-39442,40488	Pf.5.255.0_CDS	---	---		---	---	---	---	
Pf.5.256.0_CDS_at		PFE0035c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0035c /FEA=Plasmo /TIER=CDS /DEF=RIF pseudogene /ANNOT=pfdb:PFE0035c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.256 /SEG=chr5:-41128,41403	Pf.5.256.0_CDS	---	---		---	---	---	---	
Pf.5.257.0_CDS_at		PFE0045c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0045c /FEA=Plasmo /TIER=CDS /DEF=kinase, putative /ANNOT=pfdb:PFE0045c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.257 /SEG=chr5:-50421,52510	Pf.5.257.0_CDS	---	---		---	0006468 // protein phosphorylation // inferred from electronic annotation	---	0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation	
Pf.5.258.0_CDS_at		PFE0055c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0055c /FEA=Plasmo /TIER=CDS /DEF=heat shock protein, putative /ANNOT=pfdb:PFE0055c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.258 /SEG=chr5:-57953,59726	Pf.5.258.0_CDS	---	---		---	---	---	---	
Pf.5.259.0_CDS_at		PFE0085c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0085c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0085c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.259 /SEG=chr5:-86819,89201	Pf.5.259.0_CDS	---	---		---	---	---	0005488 // binding // inferred from electronic annotation	
Pf.5.26.0_CDS_at		PFE1355c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1355c /FEA=Plasmo /TIER=CDS /DEF=ubiquitin carboxyl-terminal hydrolase, putative /ANNOT=pfdb:PFE1355c /EVID_CNT=9 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.26 /SEG=chr5:-1132931,1134849	Pf.5.26.0_CDS	---	---		---	0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation	---	0004221 // ubiquitin thiolesterase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008234 // cysteine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	
Pf.5.262.0_CDS_at		PFE0120c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0120c /FEA=Plasmo /TIER=CDS /DEF=merozoite surface protein 8 /ANNOT=pfdb:PFE0120c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.262 /SEG=chr5:-109897,111691	Pf.5.262.0_CDS	---	---		---	---	0016020 // membrane // traceable author statement	---	
Pf.5.263.0_CDS_at		PFE0160c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0160c /FEA=Plasmo /TIER=CDS /DEF=SerArg-rich splicing factor, putative /ANNOT=pfdb:PFE0160c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.263 /SEG=chr5:-135003,135930	Pf.5.263.0_CDS	---	---		---	---	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation	
Pf.5.264.0_CDS_at		PFE0170c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0170c /FEA=Plasmo /TIER=CDS /DEF=protein kinase, putative /ANNOT=pfdb:PFE0170c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.264 /SEG=chr5:-142870,145423	Pf.5.264.0_CDS	---	---		---	0006468 // protein phosphorylation // inferred from electronic annotation	---	0004672 // protein kinase activity // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation	
Pf.5.265.0_CDS_at		PFE0175c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0175c /FEA=Plasmo /TIER=CDS /DEF=unconventional myosin pfm-b /ANNOT=pfdb:PFE0175c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.265 /SEG=chr5:-146638,150131	Pf.5.265.0_CDS	---	---		---	---	0016459 // myosin complex // inferred from electronic annotation	0003774 // motor activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation	
Pf.5.266.0_CDS_at		PFE0185c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0185c /FEA=Plasmo /TIER=CDS /DEF=60S ribosomal subunit protein L31, putative /ANNOT=pfdb:PFE0185c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.266 /SEG=chr5:-151421,152384	Pf.5.266.0_CDS	---	---		---	0006412 // translation // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0005840 // ribosome // inferred from electronic annotation	0003735 // structural constituent of ribosome // inferred from electronic annotation	
Pf.5.268.0_CDS_at		PFE0200c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0200c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein, conserved /ANNOT=pfdb:PFE0200c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.268 /SEG=chr5:-165440,166642	Pf.5.268.0_CDS	---	---		---	---	---	0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	
Pf.5.27.0_CDS_at		PFE0430w	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0430w /FEA=Plasmo /TIER=CDS /DEF=ATP-dependent RNA helicase, putative /ANNOT=pfdb:PFE0430w /EVID_CNT=8 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.27 /SEG=chr5:+358260,362733	Pf.5.27.0_CDS	---	---		---	---	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	
Pf.5.270.0_CDS_at		PFE0245c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0245c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0245c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.270 /SEG=chr5:-209061,218189	Pf.5.270.0_CDS	---	---		---	---	---	---	
Pf.5.271.0_CDS_at		PFE0280c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0280c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0280c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.271 /SEG=chr5:-247800,250575	Pf.5.271.0_CDS	---	---		---	---	---	---	
Pf.5.272.0_CDS_at		PFE0290c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0290c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0290c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.272 /SEG=chr5:-254262,255517	Pf.5.272.0_CDS	---	---		---	---	---	---	
Pf.5.273.0_CDS_at		PFE0315c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0315c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0315c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.273 /SEG=chr5:-262671,263922	Pf.5.273.0_CDS	---	---		---	---	---	---	
Pf.5.274.0_CDS_at		PFE0355c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0355c /FEA=Plasmo /TIER=CDS /DEF=serine protease belonging to subtilisin family, putative /ANNOT=pfdb:PFE0355c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.274 /SEG=chr5:-298426,300736	Pf.5.274.0_CDS	---	---		---	0006508 // proteolysis // inferred from electronic annotation	0020011 // apicoplast // inferred from reviewed computational analysis	0004252 // serine-type endopeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation	
Pf.5.275.0_CDS_at		PFE0360c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0360c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0360c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.275 /SEG=chr5:-301929,304611	Pf.5.275.0_CDS	---	---		---	---	---	---	
Pf.5.276.0_CDS_at		PFE0365c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0365c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0365c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.276 /SEG=chr5:-305415,306658	Pf.5.276.0_CDS	---	---		---	---	---	---	
Pf.5.277.0_CDS_at		PFE0380c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0380c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein, conserved /ANNOT=pfdb:PFE0380c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.277 /SEG=chr5:-316765,318361	Pf.5.277.0_CDS	---	---		---	---	---	---	
Pf.5.278.0_CDS_at		PFE0435c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0435c /FEA=Plasmo /TIER=CDS /DEF=single-strand binding protein, putative /ANNOT=pfdb:PFE0435c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.278 /SEG=chr5:-363587,364442	Pf.5.278.0_CDS	---	---		---	0006260 // DNA replication // inferred from electronic annotation	---	0003697 // single-stranded DNA binding // inferred from electronic annotation	
Pf.5.279.0_CDS_at		PFE0510c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0510c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0510c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.279 /SEG=chr5:-440776,441877	Pf.5.279.0_CDS	---	---		---	---	---	---	
Pf.5.28.0_CDS_at		PFE0640w	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0640w /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0640w /EVID_CNT=8 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.28 /SEG=chr5:+553953,554870	Pf.5.28.0_CDS	---	---		---	---	---	---	
Pf.5.281.0_CDS_at		PFE0605c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0605c /FEA=Plasmo /TIER=CDS /DEF=glutathione synthetase /ANNOT=pfdb:PFE0605c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.281 /SEG=chr5:-529931,531899	Pf.5.281.0_CDS	---	---		---	0006750 // glutathione biosynthetic process // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0004363 // glutathione synthase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation	
Pf.5.282.0_CDS_at		PFE0610c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0610c /FEA=Plasmo /TIER=CDS /DEF=CDK-activating kinase assembly factor, putative /ANNOT=pfdb:PFE0610c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.282 /SEG=chr5:-533553,534336	Pf.5.282.0_CDS	---	---		---	0007049 // cell cycle // inferred from electronic annotation	0005634 // nucleus // inferred from electronic annotation	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	
Pf.5.283.0_CDS_at		PFE0650c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0650c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0650c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.283 /SEG=chr5:-557036,558010	Pf.5.283.0_CDS	---	---		---	---	---	---	
Pf.5.284.0_CDS_at		PFE0665c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0665c /FEA=Plasmo /TIER=CDS /DEF=GTP-binding protein, putative /ANNOT=pfdb:PFE0665c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.284 /SEG=chr5:-571055,572659	Pf.5.284.0_CDS	---	---		---	---	---	---	
Pf.5.286.0_CDS_a_at		PFE0725c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0725c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0725c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.286 /SEG=chr5:-605395,606381	Pf.5.286.0_CDS	---	---		---	---	---	---	
Pf.5.287.0_CDS_at		PFE0740c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0740c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0740c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.287 /SEG=chr5:-615279,617991	Pf.5.287.0_CDS	---	---		---	---	---	0008440 // inositol trisphosphate 3-kinase activity // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation	
Pf.5.288.0_CDS_at		PFE0750c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0750c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein, conserved /ANNOT=pfdb:PFE0750c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.288 /SEG=chr5:-620807,623354	Pf.5.288.0_CDS	---	---		---	---	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	
Pf.5.289.0_CDS_at		PFE0755c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0755c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0755c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.289 /SEG=chr5:-624716,626479	Pf.5.289.0_CDS	---	---		---	---	0016021 // integral to membrane // inferred from electronic annotation	0008233 // peptidase activity // inferred from electronic annotation	
Pf.5.29.0_CDS_at		PFE0870w	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0870w /FEA=Plasmo /TIER=CDS /DEF=transcriptional regulator, putative /ANNOT=pfdb:PFE0870w /EVID_CNT=8 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.29 /SEG=chr5:+731404,735247	Pf.5.29.0_CDS	---	---		---	0009987 // cellular process // inferred from electronic annotation	---	---	
Pf.5.290.0_CDS_at		PFE0775c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0775c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0775c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.290 /SEG=chr5:-641134,644683	Pf.5.290.0_CDS	---	---		---	0006836 // neurotransmitter transport // inferred from electronic annotation	0005887 // integral to plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation	0005328 // neurotransmitter:sodium symporter activity // inferred from electronic annotation	
Pf.5.291.0_CDS_at		PFE0790c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0790c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein, conserved /ANNOT=pfdb:PFE0790c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.291 /SEG=chr5:-658420,658675	Pf.5.291.0_CDS	---	---		---	---	---	---	
Pf.5.292.0_CDS_at		PFE0810c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0810c /FEA=Plasmo /TIER=CDS /DEF=40S ribosomal subunit protein S14, putative /ANNOT=pfdb:PFE0810c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.292 /SEG=chr5:-675806,676612	Pf.5.292.0_CDS	---	---		---	0006412 // translation // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0005840 // ribosome // inferred from electronic annotation /// 0030529 // ribonucleoprotein complex // inferred from electronic annotation	0003735 // structural constituent of ribosome // inferred from electronic annotation	
Pf.5.294.0_CDS_at		PFE0860c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0860c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0860c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.294 /SEG=chr5:-720740,722639	Pf.5.294.0_CDS	---	---		---	---	---	---	
Pf.5.295.0_CDS_at		PFE0895c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0895c /FEA=Plasmo /TIER=CDS /DEF=Zinc finger protein, putative /ANNOT=pfdb:PFE0895c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.295 /SEG=chr5:-747792,749675	Pf.5.295.0_CDS	---	---		---	---	---	---	
Pf.5.296.0_CDS_at		PFE0920c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0920c /FEA=Plasmo /TIER=CDS /DEF=cyclin2 related protein, putative /ANNOT=pfdb:PFE0920c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.296 /SEG=chr5:-762100,762790	Pf.5.296.0_CDS	---	---		---	---	---	---	
Pf.5.298.0_CDS_a_at		PFE0945c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0945c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0945c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.298 /SEG=chr5:-784311,784989	Pf.5.298.0_CDS	---	---		---	---	---	---	
Pf.5.299.0_CDS_at		PFE0950c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0950c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0950c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.299 /SEG=chr5:-785661,786563	Pf.5.299.0_CDS	---	---		---	---	---	---	
Pf.5.3.0_CDS_s_at			Plasmodium falciparum	22-Jun-11	---	---	pfdb:chr5.rRNA-1-28s-A /FEA=Plasmo /TIER=CDS /DEF=28s rRNA, A-type /ANNOT=chr5.rRNA-1-28s-A /EVID_CNT=38 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.3 /SEG=chr5:+1292402,1296192	Pf.5.3.0_CDS	---	---		---	---	---	---	chr5.rRNA-1-28s-A
Pf.5.30.0_CDS_at		PFE0930w	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0930w /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein, conserved /ANNOT=pfdb:PFE0930w /EVID_CNT=8 /EVID_TYPE=Plasmo EST /GENE_CLUSTER=AffxPf.30 /SEG=chr5:+769307,773138	Pf.5.30.0_CDS	---	---		---	---	---	---	
Pf.5.300.0_CDS_at		PFE0980c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0980c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0980c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.300 /SEG=chr5:-801446,809124	Pf.5.300.0_CDS	---	---		---	---	---	---	
Pf.5.301.0_CDS_at		PFE0995c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE0995c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE0995c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.301 /SEG=chr5:-820715,822905	Pf.5.301.0_CDS	---	---		---	---	---	---	
Pf.5.302.0_CDS_at		PFE1060c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1060c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE1060c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.302 /SEG=chr5:-861926,867580	Pf.5.302.0_CDS	---	---		---	---	---	---	
Pf.5.303.0_CDS_at		PFE1070c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1070c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE1070c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.303 /SEG=chr5:-870180,874567	Pf.5.303.0_CDS	---	---		---	---	---	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	
Pf.5.304.0_CDS_at		PFE1075c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1075c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE1075c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.304 /SEG=chr5:-875869,877558	Pf.5.304.0_CDS	---	---		---	---	0020011 // apicoplast // inferred from reviewed computational analysis	---	
Pf.5.305.0_CDS_at		PFE1105c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1105c /FEA=Plasmo /TIER=CDS /DEF=hypothetical protein /ANNOT=pfdb:PFE1105c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.305 /SEG=chr5:-897459,899751	Pf.5.305.0_CDS	---	---		---	---	---	---	
Pf.5.306.0_CDS_at		PFE1115c	Plasmodium falciparum	22-Jun-11	---	---	pfdb:PFE1115c /FEA=Plasmo /TIER=CDS /DEF=s-adenosylmethionine-dependent methyltransferase, putative /ANNOT=pfdb:PFE1115c /EVID_CNT=1 /EVID_TYPE=Plasmo /GENE_CLUSTER=AffxPf.306 /SEG=chr5:-902607,904839	Pf.5.306.0_CDS	---	---		---	---	---	---	
